data\SRS\sig10_15_25\srs_115.txt;srs_115.txt;MaxSAT (Naiv);1,32;0,00;1,32;19;['F0', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:b', 'A2:f', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b'];118
data\SRS\sig10_15_25\srs_115.txt;srs_115.txt;MaxSAT (Tseitin);1,05;1,02;2,07;19;['F0', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:t', 'A1:b', 'A2:f', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b'];229
data\SRS\sig10_15_25\srs_116.txt;srs_116.txt;MaxSAT (Naiv);-0,08;1,59;1,51;10;['F11', 'F12', 'F15', 'F17', 'F19', 'F4', 'F5', 'F6', 'F7', 'F9'];['A0:t', 'A1:t', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:f', 'A7:t', 'A8:b', 'A9:t'];150
data\SRS\sig10_15_25\srs_116.txt;srs_116.txt;MaxSAT (Tseitin);2,57;0,00;2,57;10;['F11', 'F12', 'F15', 'F17', 'F19', 'F4', 'F5', 'F6', 'F7', 'F9'];['A0:t', 'A1:t', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:f', 'A7:f', 'A8:b', 'A9:b'];311
data\SRS\sig10_15_25\srs_117.txt;srs_117.txt;MaxSAT (Naiv);0,45;1,04;1,49;23;['F0', 'F1', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19', 'F2', 'F20', 'F21', 'F22', 'F23', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b'];140
data\SRS\sig10_15_25\srs_117.txt;srs_117.txt;MaxSAT (Tseitin);1,00;2,01;3,01;23;['F0', 'F1', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19', 'F2', 'F20', 'F21', 'F22', 'F23', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b'];298
data\SRS\sig10_15_25\srs_118.txt;srs_118.txt;MaxSAT (Naiv);-0,39;2,12;1,73;20;['F0', 'F1', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F2', 'F20', 'F21', 'F22', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9'];['A0:f', 'A1:f', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:f', 'A8:t', 'A9:f'];149
data\SRS\sig10_15_25\srs_118.txt;srs_118.txt;MaxSAT (Tseitin);0,93;1,69;2,62;20;['F0', 'F1', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F2', 'F20', 'F21', 'F22', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9'];['A0:f', 'A1:f', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:f', 'A8:t', 'A9:f'];329
data\SRS\sig10_15_25\srs_119.txt;srs_119.txt;MaxSAT (Naiv);1,36;0,00;1,36;18;['F1', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b'];138
data\SRS\sig10_15_25\srs_119.txt;srs_119.txt;MaxSAT (Tseitin);1,42;1,15;2,57;18;['F1', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b'];301
data\SRS\sig10_15_25\srs_12.txt;srs_12.txt;MaxSAT (Naiv);0,31;1,04;1,35;10;['F1', 'F10', 'F11', 'F15', 'F16', 'F3', 'F5', 'F7', 'F8', 'F9'];['A0:b', 'A1:f', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:f', 'A8:t', 'A9:t'];114
data\SRS\sig10_15_25\srs_12.txt;srs_12.txt;MaxSAT (Tseitin);0,98;1,01;1,99;10;['F1', 'F10', 'F11', 'F15', 'F16', 'F3', 'F5', 'F7', 'F8', 'F9'];['A0:b', 'A1:f', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:f', 'A8:t', 'A9:t'];221
data\SRS\sig10_15_25\srs_120.txt;srs_120.txt;MaxSAT (Naiv);0,74;1,58;2,32;19;['F0', 'F1', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F2', 'F20', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:f', 'A8:t', 'A9:t'];143
data\SRS\sig10_15_25\srs_120.txt;srs_120.txt;MaxSAT (Tseitin);0,32;2,27;2,60;19;['F0', 'F1', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F2', 'F20', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:f', 'A8:b', 'A9:t'];303
data\SRS\sig10_15_25\srs_121.txt;srs_121.txt;MaxSAT (Naiv);-0,33;2,00;1,68;15;['F0', 'F1', 'F11', 'F13', 'F14', 'F15', 'F17', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b'];124
data\SRS\sig10_15_25\srs_121.txt;srs_121.txt;MaxSAT (Tseitin);0,09;1,95;2,04;15;['F0', 'F1', 'F11', 'F13', 'F14', 'F15', 'F17', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b'];244
data\SRS\sig10_15_25\srs_122.txt;srs_122.txt;MaxSAT (Naiv);2,18;0,00;2,18;16;['F0', 'F1', 'F10', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8'];['A0:f', 'A1:b', 'A2:f', 'A3:t', 'A4:t', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:t'];138
data\SRS\sig10_15_25\srs_122.txt;srs_122.txt;MaxSAT (Tseitin);-0,22;2,76;2,53;16;['F0', 'F1', 'F10', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8'];['A0:f', 'A1:b', 'A2:f', 'A3:t', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:t'];304
data\SRS\sig10_15_25\srs_123.txt;srs_123.txt;MaxSAT (Naiv);1,34;0,00;1,34;21;['F0', 'F1', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F20', 'F21', 'F22', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8'];['A0:f', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:b'];124
data\SRS\sig10_15_25\srs_123.txt;srs_123.txt;MaxSAT (Tseitin);1,96;1,41;3,37;21;['F0', 'F1', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F2', 'F20', 'F21', 'F22', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8'];['A0:f', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:b'];244
data\SRS\sig10_15_25\srs_124.txt;srs_124.txt;MaxSAT (Naiv);0,49;1,56;2,06;12;['F1', 'F12', 'F13', 'F14', 'F15', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:f', 'A2:f', 'A3:t', 'A4:f', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b'];121
data\SRS\sig10_15_25\srs_124.txt;srs_124.txt;MaxSAT (Tseitin);1,66;0,31;1,97;12;['F1', 'F12', 'F13', 'F14', 'F15', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:f', 'A2:f', 'A3:t', 'A4:f', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b'];236
data\SRS\sig10_15_25\srs_125.txt;srs_125.txt;MaxSAT (Naiv);1,15;0,00;1,15;12;['F0', 'F1', 'F10', 'F14', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:t', 'A3:t', 'A4:f', 'A5:t', 'A6:t', 'A7:t', 'A8:b', 'A9:b'];115
data\SRS\sig10_15_25\srs_125.txt;srs_125.txt;MaxSAT (Tseitin);-0,55;2,37;1,81;12;['F0', 'F1', 'F10', 'F14', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9'];['A0:b', 'A1:t', 'A2:t', 'A3:t', 'A4:f', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b'];225
