filepath;filename;solver;solve-time (ms);parse-time (ms);runtime (ms);IFC;inconsistent_formulas;atoms_valued_both
data\Dataset_B\sig30_50_100\srs_44.txt;srs_44.txt;ASP;54,76;0,91;55,67;73;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F51', 'F52', 'F53', 'F54', 'F55', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:b', 'A11:t', 'A12:b', 'A13:t', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:f', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t', 'A25:f', 'A26:b', 'A27:f', 'A28:b', 'A29:b']
data\Dataset_B\sig30_50_100\srs_44.txt;srs_44.txt;MaxSAT;0,84;2,13;2,97;73;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F51', 'F52', 'F53', 'F54', 'F55', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:b', 'A11:t', 'A12:b', 'A13:t', 'A14:b', 'A15:f', 'A16:b', 'A17:b', 'A18:f', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t', 'A25:f', 'A26:b', 'A27:f', 'A28:b', 'A29:b']
data\Dataset_B\sig30_50_100\srs_45.txt;srs_45.txt;ASP;111,63;2,06;113,69;53;['F2', 'F3', 'F4', 'F5', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F36', 'F37', 'F39', 'F41', 'F42', 'F45', 'F46', 'F47', 'F49', 'F50', 'F53', 'F54', 'F55', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69'];['A0:b', 'A1:f', 'A2:t', 'A3:t', 'A4:f', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:t', 'A10:t', 'A11:b', 'A12:f', 'A13:t', 'A14:b', 'A15:t', 'A16:b', 'A17:b', 'A18:f', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t', 'A25:t', 'A26:b', 'A27:b', 'A28:b', 'A29:f']
data\Dataset_B\sig30_50_100\srs_45.txt;srs_45.txt;MaxSAT;0,54;3,26;3,80;53;['F0', 'F2', 'F3', 'F5', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F36', 'F37', 'F39', 'F41', 'F42', 'F45', 'F46', 'F47', 'F49', 'F50', 'F53', 'F54', 'F55', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69'];['A0:b', 'A1:t', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:t', 'A9:t', 'A10:t', 'A11:b', 'A12:f', 'A13:t', 'A14:t', 'A15:t', 'A16:t', 'A17:b', 'A18:f', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:b', 'A24:f', 'A25:t', 'A26:b', 'A27:b', 'A28:b', 'A29:f']
data\Dataset_B\sig30_50_100\srs_46.txt;srs_46.txt;ASP;117,63;1,00;118,63;77;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F77', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:f', 'A19:b', 'A20:b', 'A21:f', 'A22:t', 'A23:t', 'A24:b', 'A25:b', 'A26:b', 'A27:f', 'A28:f', 'A29:f']
data\Dataset_B\sig30_50_100\srs_46.txt;srs_46.txt;MaxSAT;1,18;3,54;4,72;77;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65', 'F66', 'F68', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F77', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:f', 'A19:b', 'A20:b', 'A21:f', 'A22:t', 'A23:t', 'A24:b', 'A25:b', 'A26:b', 'A27:f', 'A28:f', 'A29:f']
data\Dataset_B\sig30_50_100\srs_47.txt;srs_47.txt;ASP;103,52;1,01;104,52;52;['F0', 'F1', 'F2', 'F4', 'F5', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F21', 'F24', 'F25', 'F26', 'F28', 'F30', 'F32', 'F33', 'F34', 'F35', 'F36', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65'];['A0:f', 'A1:b', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:f', 'A9:f', 'A10:f', 'A11:b', 'A12:b', 'A13:f', 'A14:b', 'A15:t', 'A16:b', 'A17:t', 'A18:b', 'A19:t', 'A20:t', 'A21:t', 'A22:b', 'A23:b', 'A24:t', 'A25:b', 'A26:b', 'A27:b', 'A28:t', 'A29:b']
data\Dataset_B\sig30_50_100\srs_47.txt;srs_47.txt;MaxSAT;1,01;3,00;4,01;52;['F0', 'F1', 'F2', 'F4', 'F5', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F21', 'F24', 'F25', 'F26', 'F28', 'F30', 'F32', 'F33', 'F34', 'F35', 'F36', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F62', 'F63', 'F64', 'F65'];['A0:f', 'A1:b', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:f', 'A9:f', 'A10:f', 'A11:t', 'A12:b', 'A13:f', 'A14:f', 'A15:t', 'A16:f', 'A17:t', 'A18:b', 'A19:t', 'A20:t', 'A21:t', 'A22:b', 'A23:b', 'A24:t', 'A25:b', 'A26:b', 'A27:b', 'A28:t', 'A29:b']
data\Dataset_B\sig30_50_100\srs_48.txt;srs_48.txt;ASP;64,99;1,54;66,52;54;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:t', 'A7:t', 'A8:f', 'A9:f', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:f', 'A17:b', 'A18:b', 'A19:f', 'A20:b', 'A21:f', 'A22:b', 'A23:t', 'A24:t', 'A25:b', 'A26:b', 'A27:f', 'A28:t', 'A29:b']
data\Dataset_B\sig30_50_100\srs_48.txt;srs_48.txt;MaxSAT;0,32;2,01;2,32;54;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:t', 'A8:f', 'A9:t', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:f', 'A17:t', 'A18:b', 'A19:f', 'A20:b', 'A21:t', 'A22:b', 'A23:t', 'A24:t', 'A25:b', 'A26:b', 'A27:t', 'A28:t', 'A29:t']
data\Dataset_B\sig30_50_100\srs_49.txt;srs_49.txt;ASP;44,41;1,79;46,21;90;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:t', 'A16:b', 'A17:b', 'A18:b', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b', 'A25:b', 'A26:b', 'A27:b', 'A28:b', 'A29:b']
data\Dataset_B\sig30_50_100\srs_49.txt;srs_49.txt;MaxSAT;1,00;3,01;4,01;90;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:f', 'A8:b', 'A9:f', 'A10:b', 'A11:b', 'A12:t', 'A13:f', 'A14:f', 'A15:t', 'A16:f', 'A17:b', 'A18:b', 'A19:t', 'A20:t', 'A21:b', 'A22:b', 'A23:b', 'A24:t', 'A25:b', 'A26:b', 'A27:b', 'A28:b', 'A29:b']
data\Dataset_B\sig30_50_100\srs_5.txt;srs_5.txt;ASP;52,75;1,02;53,77;94;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91', 'F92', 'F93', 'F94', 'F95'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:f', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:f', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b', 'A25:t', 'A26:b', 'A27:f', 'A28:b', 'A29:b']
data\Dataset_B\sig30_50_100\srs_5.txt;srs_5.txt;MaxSAT;2,00;4,00;6,00;94;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91', 'F92', 'F93', 'F94', 'F95'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:t', 'A6:b', 'A7:f', 'A8:b', 'A9:f', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:f', 'A16:b', 'A17:b', 'A18:t', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:b', 'A24:b', 'A25:t', 'A26:b', 'A27:t', 'A28:b', 'A29:b']
